1,80,1,14,710
1,51,1,26,300
1,116,1,73,480
1,90,1,88,70
1,94,1,48,510
1,116,1,75,460
1,126,1,33,980
1,64,1,25,440
1,12,1,122,1150
1,70,1,83,180
1,29,1,104,800
1,33,1,27,110
1,106,1,131,300
1,117,1,112,100
1,24,1,94,750
1,63,1,116,580
1,77,1,115,430
1,16,1,131,1200
1,68,1,60,130
1,21,1,96,800
1,45,1,98,580
1,27,1,43,210
1,65,1,53,170
1,62,1,62,50
1,19,1,47,330
1,71,1,40,360
1,72,1,12,650
1,19,1,95,810
1,36,1,79,480
1,131,1,48,880
1,105,1,21,890
1,55,1,35,250
1,19,1,41,270
1,68,1,54,190
1,37,1,95,630
1,53,1,76,280
1,122,1,86,410
1,20,1,30,150
1,58,1,49,140
1,131,1,35,1010
1,97,1,25,770
1,128,1,81,520
1,86,1,41,500
1,122,1,76,510
1,70,1,82,170
1,21,1,19,70
1,97,1,68,340
1,117,1,116,60
1,27,1,34,120
1,23,1,90,720
1,70,1,120,550
1,52,1,14,430
1,91,1,34,620
1,65,1,19,510
1,20,1,25,100
1,24,1,27,80
1,87,1,127,450
1,127,1,59,730
1,50,1,21,340
1,13,1,100,920
1,62,1,13,540
1,19,1,80,660
1,38,1,76,430
1,126,1,17,1140
1,95,1,20,800
1,21,1,120,1040
1,115,1,127,170
1,124,1,89,400
1,116,1,68,530
1,62,1,100,430
1,38,1,19,240
1,72,1,74,70
1,43,1,129,910
1,61,1,19,470
1,16,1,126,1150
1,23,1,37,190
1,95,1,53,470
1,44,1,26,230
1,63,1,38,300
1,130,1,88,470
1,67,1,17,550
1,101,1,17,890
1,128,1,44,890
1,108,1,21,920
1,68,1,124,610
1,60,1,32,330
1,25,1,36,160
1,129,1,131,70
1,14,1,35,260
1,106,1,12,990
1,59,1,92,380
1,17,1,16,60
1,122,1,83,440
1,19,1,87,730
1,67,1,131,690
1,88,1,84,90
1,34,1,48,190
1,131,1,54,820
1,17,1,66,540
1,31,1,47,210
1,106,1,55,560
1,90,1,74,210
1,69,1,102,380
1,33,1,114,860
1,104,1,57,520
1,91,1,16,800
1,59,1,65,110
1,68,1,30,430
1,112,1,55,620
1,96,1,71,300
1,79,1,74,100
1,67,1,73,110
1,49,1,23,310
1,23,1,52,340
1,87,1,74,180
1,83,1,20,680
1,90,1,15,800
1,38,1,66,330
1,101,1,56,500
1,36,1,16,250
1,72,1,23,540
1,17,1,68,560
1,71,1,109,430
1,14,1,46,370
1,129,1,126,80
1,113,1,130,220
1,125,1,39,910
1,89,1,96,120
1,127,1,70,620
1,82,1,89,120
1,24,1,17,120
1,107,1,105,70
1,40,1,18,270
1,38,1,95,620
1,26,1,88,670
1,25,1,56,360
1,108,1,32,810
1,125,1,111,190
1,70,1,61,140
1,96,1,56,450
1,127,1,88,440
1,56,1,131,800
1,116,1,40,810
1,83,1,129,510
1,56,1,74,230
1,81,1,131,550
1,124,1,19,1100
1,69,1,59,150
1,124,1,24,1050
1,74,1,20,590
1,98,1,112,190
1,31,1,14,220
1,21,1,37,210
1,38,1,91,580
1,116,1,17,1040
1,96,1,43,580
1,57,1,74,220
1,23,1,67,490
1,130,1,12,1230
1,82,1,116,390
1,120,1,88,370
1,122,1,72,550
1,99,1,120,260
1,113,1,20,980
1,74,1,97,280
1,103,1,14,940
1,123,1,118,100
1,85,1,16,740
1,82,1,15,720
1,19,1,12,120
1,58,1,18,450
1,45,1,36,140
1,55,1,32,280
1,77,1,21,610
1,21,1,46,300
1,109,1,54,600
1,70,1,121,560
1,62,1,37,300
1,116,1,110,110
1,59,1,115,610
1,131,1,92,440
1,85,1,55,350
1,46,1,50,90
1,15,1,78,680
1,106,1,118,170
1,44,1,53,140
1,129,1,99,350
1,99,1,85,190
1,19,1,48,340
1,73,1,124,560
1,105,1,62,480
1,85,1,102,220
1,57,1,71,190
1,22,1,34,170
1,77,1,82,100
1,59,1,98,440
1,16,1,87,760
1,121,1,107,190
1,107,1,12,1000
1,23,1,106,880
1,23,1,47,290
1,22,1,27,100
1,83,1,41,470
1,93,1,99,110
1,77,1,44,380
1,64,1,126,670
1,41,1,90,540
1,12,1,101,940
1,23,1,103,850
1,124,1,93,360
1,97,1,73,290
1,71,1,26,500
1,122,1,93,340
1,45,1,38,120
1,56,1,64,130
1,97,1,43,590
1,119,1,12,1120
1,31,1,21,150
1,90,1,21,740
1,119,1,118,60
1,48,1,111,680
1,81,1,76,100
1,20,1,99,840
1,66,1,30,410
1,86,1,121,400
1,12,1,14,70
1,95,1,59,410
1,35,1,108,780
1,67,1,43,290
1,73,1,28,500
1,12,1,123,1160
1,32,1,19,180
1,65,1,21,490
1,129,1,21,1130
1,121,1,12,1140
1,66,1,14,570
1,100,1,16,890
1,43,1,37,110
1,39,1,65,310
1,78,1,81,80
1,108,1,32,810
1,89,1,94,100
1,130,1,26,1090
1,89,1,39,550
1,73,1,109,410
1,66,1,104,430
1,37,1,35,70
1,111,1,93,230
1,21,1,96,800
1,114,1,106,130
1,96,1,24,770
1,129,1,41,930
1,30,1,67,420
1,107,1,19,930
1,51,1,23,330
1,116,1,83,380
1,109,1,96,180
1,28,1,68,450
1,125,1,64,660
1,105,1,19,910
1,92,1,70,270
1,12,1,56,490
1,44,1,76,370
1,14,1,17,80
1,130,1,58,770
1,17,1,18,60
1,77,1,22,600
1,57,1,101,490
1,45,1,37,130
1,72,1,59,180
1,71,1,23,530
1,104,1,96,130
1,76,1,92,210
1,86,1,87,60
1,33,1,119,910
1,52,1,111,640
1,67,1,97,350
1,83,1,70,180
1,12,1,87,800
1,68,1,51,220
1,110,1,22,930
1,118,1,69,540
1,16,1,49,380
1,46,1,120,790
1,46,1,53,120
1,81,1,70,160
1,123,1,74,540
1,94,1,81,180
1,12,1,58,510
1,119,1,36,880
1,76,1,94,230
1,97,1,17,850
1,99,1,124,300
1,53,1,108,600
1,14,1,35,260
1,23,1,38,200
1,18,1,57,440
1,14,1,32,230
1,121,1,114,120
1,16,1,87,760
1,125,1,125,50
1,92,1,97,100
1,23,1,15,130
1,17,1,72,600
1,50,1,55,100
1,90,1,30,650
1,33,1,24,140
1,109,1,107,70
1,38,1,63,300
1,119,1,17,1070
1,64,1,14,550
1,122,1,102,250
1,120,1,100,250
1,40,1,104,690
1,22,1,46,290
1,17,1,12,100
1,62,1,35,320
1,21,1,56,400
1,26,1,33,120
1,19,1,52,380
1,51,1,49,70
1,131,1,82,540
1,48,1,65,220
1,43,1,88,500
1,79,1,22,620
1,118,1,12,1110
1,50,1,85,400
1,34,1,105,760
1,117,1,25,970
1,111,1,131,250
1,12,1,41,340
1,21,1,91,750
1,128,1,109,240
1,115,1,43,770
1,111,1,57,590
1,17,1,89,770
1,47,1,18,340
1,24,1,125,1060
1,24,1,18,110
1,63,1,76,180
1,64,1,40,290
1,116,1,81,400
1,75,1,33,470
1,128,1,71,620
1,36,1,76,450
1,62,1,14,530
1,25,1,49,290
1,26,1,47,260
1,14,1,121,1120
1,88,1,128,450
1,109,1,21,930
1,56,1,111,600
1,23,1,17,110
1,100,1,27,780
1,14,1,40,310
1,74,1,119,500
1,19,1,122,1080
1,66,1,76,150
1,110,1,48,670
1,29,1,103,790
1,61,1,31,350
1,38,1,15,280
1,91,1,42,540
1,116,1,104,170
1,100,1,19,860
1,17,1,19,70
1,30,1,125,1000
1,75,1,46,340
1,93,1,23,750
1,87,1,59,330
1,111,1,93,230
1,36,1,87,560
1,42,1,120,830
1,14,1,21,120
1,16,1,81,700
1,12,1,97,900
1,19,1,110,960
1,87,1,12,800
1,27,1,19,130
1,121,1,120,60
1,21,1,42,260
1,97,1,103,110
1,113,1,99,190
1,93,1,72,260
1,101,1,25,810
1,17,1,131,1190
1,88,1,101,180
1,21,1,111,950
1,28,1,110,870
1,46,1,89,480
1,70,1,19,560
1,113,1,30,880
1,47,1,35,170
1,110,1,21,940
1,17,1,88,760
1,95,1,64,360
1,91,1,85,110
1,112,1,102,150
1,34,1,12,270
1,88,1,120,370
1,62,1,50,170
1,109,1,59,550
1,118,1,111,120
1,21,1,38,220
1,91,1,16,800
1,120,1,83,420
1,99,1,21,830
1,21,1,100,840
1,19,1,107,930
1,30,1,84,590
1,38,1,49,160
1,27,1,40,180
1,125,1,22,1080
1,120,1,29,960
1,99,1,83,210
1,103,1,83,250
1,94,1,116,270
1,81,1,76,100
1,102,1,34,730
1,13,1,117,1090
1,30,1,65,400
1,67,1,87,250
1,21,1,125,1090
1,103,1,54,540
1,87,1,79,130
1,87,1,67,250
1,45,1,19,310
1,103,1,93,150
1,53,1,16,420
1,94,1,120,310
1,12,1,128,1210
1,44,1,88,490
1,67,1,27,450
1,33,1,53,250
1,38,1,14,290
1,32,1,80,530
1,38,1,96,630
1,119,1,93,310
1,74,1,28,510
1,41,1,101,650
1,59,1,17,470
1,102,1,52,550
1,116,1,60,610
1,37,1,83,510
1,76,1,54,270
1,69,1,25,490
1,96,1,42,590
1,30,1,130,1050
1,84,1,23,660
1,103,1,51,570
1,71,1,102,360
1,130,1,28,1070
1,71,1,52,240
1,126,1,92,390
1,53,1,41,170
1,76,1,71,100
1,123,1,92,360
1,106,1,120,190
1,93,1,40,580
1,81,1,127,510
1,71,1,42,340
1,121,1,69,570
1,92,1,17,800
1,17,1,52,400
1,38,1,121,880
1,113,1,14,1040
1,94,1,97,80
1,21,1,12,140
1,84,1,91,120
1,96,1,63,380
1,108,1,42,710
1,127,1,12,1200
1,16,1,21,100
1,64,1,21,480
1,41,1,84,480
1,54,1,49,100
1,14,1,49,400
1,127,1,45,870
1,71,1,98,320
1,14,1,82,730
1,17,1,90,780
1,69,1,58,160
1,73,1,61,170
1,47,1,43,90
1,42,1,50,130
1,51,1,47,90
1,68,1,31,420
1,14,1,38,290
1,127,1,19,1130
1,69,1,73,90
1,12,1,129,1220
1,14,1,17,80
1,67,1,62,100
1,119,1,123,90
1,125,1,44,860
1,118,1,19,1040
1,105,1,36,740
1,121,1,112,140
1,24,1,53,340
1,61,1,79,230
1,121,1,70,560
1,62,1,59,80
1,23,1,36,180
1,73,1,105,370
1,126,1,92,390
1,124,1,112,170
1,83,1,38,500
1,74,1,17,620
1,122,1,68,590
1,64,1,17,520
1,69,1,32,420
1,104,1,58,510
1,111,1,27,890
1,104,1,124,250
1,82,1,23,640
1,98,1,68,350
1,120,1,65,600
1,12,1,33,260
1,46,1,83,420
1,31,1,129,1030
1,116,1,45,760
1,78,1,92,190
1,80,1,118,430
1,111,1,15,1010
1,99,1,89,150
1,16,1,110,990
1,14,1,33,240
1,23,1,12,160
1,76,1,23,580
1,48,1,46,70
1,12,1,59,520
1,40,1,12,330
1,17,1,35,230
1,17,1,107,950
1,106,1,88,230
1,47,1,95,530
1,101,1,73,330
1,25,1,21,90
1,58,1,55,80
1,130,1,86,490
1,33,1,46,180
1,88,1,117,340
1,127,1,125,70
1,21,1,42,260
1,34,1,23,160
1,116,1,37,840
1,31,1,113,870
1,130,1,109,260
1,76,1,85,140
1,46,1,93,520
1,52,1,20,370
1,13,1,33,250
1,104,1,35,740
1,12,1,64,570
1,62,1,65,80
1,117,1,23,990
1,18,1,32,190
1,14,1,30,210
1,48,1,25,280
1,75,1,49,310
1,101,1,62,440
1,121,1,97,290
1,17,1,103,910
1,50,1,82,370
1,106,1,117,160
1,100,1,79,260
1,16,1,78,670
1,31,1,93,670
1,120,1,19,1060
1,102,1,19,880
1,130,1,62,730
1,19,1,18,60
1,79,1,91,170
1,20,1,25,100
1,85,1,29,610
1,91,1,47,490
1,21,1,12,140
1,92,1,21,760
1,125,1,18,1120
1,19,1,116,1020
1,42,1,35,120
1,97,1,26,760
1,17,1,70,580
1,23,1,14,140
1,54,1,25,340
1,12,1,109,1020
1,101,1,131,350
1,111,1,31,850
1,71,1,124,580
1,33,1,14,240
1,12,1,103,960
1,14,1,77,680
1,48,1,68,250
1,53,1,15,430
1,22,1,42,250
1,111,1,72,440
1,60,1,40,250
1,26,1,18,130
1,14,1,76,670
1,42,1,27,200
1,42,1,98,610
